tweet,class,id,preprocessed_tweet
Loki llamando ''zorra llorona'' a la Viuda Negra es el punto más dark del universo Marvel.,0,id=828004158896795649,loki llamando zorra llorona la viuda negra es el punto mas dark del universo marvel
"@poetscryforaby pero si tu solución o método de concienciación pasa por decir que si comes carne eres hipócrita por criticar a los nazis,",0,id=828004019767562241,pero si tu solucion metodo de concienciacion pasa por decir que si comes carne eres hipocrita por criticar los nazis
LRT. Diego Brando es gay me cago en la puta.,1,id=828003995075612672,lrt diego brando es gay me cago en la puta
"ONU: Los refugiados son personas forzadas a huir de sus países para escapar de la persecución, la guerra o la... https://t.co/POsgiaHc35",0,id=828003983314808833,onu los refugiados son personas forzadas huir de sus paises para escapar de la persecucion la guerra la
"@BernyAme  Puedes añadir: Facha, cuñao, racista, homofobo,etc Al neo-vocabulario de  los imbéciles e imbécilas @Danseker",0,id=828003822194814976,puedes anadir facha cunao racista homofobo etc al neovocabulario de los imbeciles imbecilas
"Si yo entrego un Goya y el que lo gana no está en la gala, me invento otro nombre. Por mamón. No sé. Diría ""Luis Cuervas"", mismo.",0,id=828003509299707904,si yo entrego un goya el que lo gana no esta en la gala me invento otro nombre por mamon no se diria luis cuervas mismo
@poetscryforaby tu en cambio ridícula argumentación de que los que comen carne son hipócritas si critican a los nazis es una tontería grande,0,id=828003371982475265,tu en cambio ridicula argumentacion de que los que comen carne son hipocritas si critican los nazis es una tonteria grande
"@alegrotix me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.",1,id=828003351379968000,me parto eh jaja es que vaya subnormal enserio esta sobrevaloradisimo este actor
Os voy a deci una cosa. Nosotros como afición al carnaval nos merecemos un monumento. Manda cojones la que estamos tragando hoy ehhhhh,0,id=828003340298682368,os voy deci una cosa nosotros como aficion al carnaval nos merecemos un monumento manda cojones la que estamos tragando hoy eh
@Adonias8bits eres un sinvergüenza. El OoT se pasa por afición un par de veces al año por lo menos.,0,id=828003204176691200,eres un sinverguenza el oot se pasa por aficion un par de veces al ano por lo menos
"@juanma_rguez Y el Madrid se ha tragado la mierda. Lo digno, sería abandonar la competición. Y que se la regalen a la basura separatista.",1,id=828003179895910406,el madrid se ha tragado la mierda lo digno seria abandonar la competicion que se la regalen la basura separatista
"@rodrigoamirola el político y el organizativo, que son los fundamentales. Creo que en los de igualdad y ético no hay grandes diferencias.",0,id=828002911519125505,el politico el organizativo que son los fundamentales creo que en los de igualdad etico no hay grandes diferencias
Valencia se hunde ya ni le apoya la afición !!  Esto pasa por vender el alma al diablo !!! Ánimo a todos los valenc… https://t.co/pEhgnZhScf,0,id=828002888442118144,valencia se hunde ya ni le apoya la aficion esto pasa por vender el alma al diablo animo todos los valenc
vaya dos ascos de tipejas y a eso lo defienden? y aun llaman loca a aida?,1,id=828002700994428929,vaya dos ascos de tipejas eso lo defienden aun llaman loca aida
Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,1,id=828002668903792641,los canis del posteriores son aun mas gilipollas que los anteriores
Que no le den ningún Goya a Trueba es también por el boicot de los fachas no?,0,id=828002656778063873,que no le den ningun goya trueba es tambien por el boicot de los fachas no
el último que le pegue a Andres es maricón #zamataouno,1,id=828002553325580288,el ultimo que le pegue andres es maricon zamataouno
"@quiquechust Useasé soy Facha de costal viejo, ¿no?",0,id=828002430159818754,usease soy facha de costal viejo no
Esto son 2 salidas que les da igual chicha que limoná by Aida #Vipdirecto Continuamos para bingo con los comentarios homófobos,0,id=828002381682053128,esto son salidas que les da igual chicha que limona by aida vipdirecto continuamos para bingo con los comentarios homofobos
"Ir en el bus y que un gilipollas suelte, cito textualmente: ""una cosa es ser homosexual y otra cosa es ser mariquita"", me explicáis??????",0,id=828002244192829442,ir en el bus que un gilipollas suelte cito textualmente una cosa es ser homosexual otra cosa es ser mariquita me explicais
L@s fans FASCISTAS suelen ser bastante INCULTOS politic@s https://t.co/ovmbnHYkg7,0,id=828002230599086082,fans fascistas suelen ser bastante incultos politic
"El lichi, culpable de la muerte de cientos de niños en India https://t.co/EXd4MRVw6Z vía @Planeta_Futuro",0,id=828002192170815489,el lichi culpable de la muerte de cientos de ninos en india via
"@videsjavi No son nacionalsocialistas, son fachas xD",0,id=828002043562455040,no son nacionalsocialistas son fachas xd
Ni yo @KingsMiss ver a a alguno de esa chusma de vividores subvencionados rojomierdas me produce nauseas  #NoVeoLosGoya #BoicotALosGoya,1,id=828001994422026241,ni yo ver alguno de esa chusma de vividores subvencionados rojomierdas me produce nauseas noveolosgoya boicotalosgoya
@LaikaOrbital @OficialJRivera @gildelatorre1 jajajajaja jajajajaja pero no comas pollo que te vuelves maricón,1,id=828001855364091908,jajajajaja jajajajaja pero no comas pollo que te vuelves maricon
"Para LOGSE Incorporated (Si pué ser en inglés) ""Free State of Jones"" ¡Indepes excluídos vaya a ser que me quieran dar de facha, oiga!",0,id=828001542741565440,para logse incorporated si pue ser en ingles free state of jones indepes excluidos vaya ser que me quieran dar de facha oiga
"El lichi, culpable de la muerte de cientos de niños en India https://t.co/xW9Ow9Fh7j vía @Planeta_Futuro",0,id=828001373702733825,el lichi culpable de la muerte de cientos de ninos en india via
"@valenciacf diciendo las mismas mentiras en las peñas y a la afición, con esta dirección estamos peor que nunca. Desastre. /2",0,id=828001275539234816,diciendo las mismas mentiras en las penas la aficion con esta direccion estamos peor que nunca desastre
"Es andaluz normalizado, como el catalán barcelonés o el batua vasco. Aumenta exponencialmente la vergüenza ajena.",0,id=828001101899296768,es andaluz normalizado como el catalan barcelones el batua vasco aumenta exponencialmente la verguenza ajena
"Mi único consuelo es que para hacer el subnormal, el malagueño Dani Rovira pone acento sevillano.",0,id=828000930746474499,mi unico consuelo es que para hacer el subnormal el malagueno dani rovira pone acento sevillano
@Azpitarte ahí facha ahí. Haciendo demagogia barata para que la borregada te sea más fiel.,1,id=828000842607448064,ahi facha ahi haciendo demagogia barata para que la borregada te sea mas fiel
"Hay que ser capullo...el puto cerdo facha éste. No te da vergüenza de ti mismo,CERDO? https://t.co/8XUUBjdHSf",1,id=828000786051452928,hay que ser capullo el puto cerdo facha este no te da verguenza de ti mismo cerdo
"Puedes llamarme negro o gilipollas,  pero no me llames tarde para cenar.",0,id=828000735556202497,puedes llamarme negro gilipollas pero no me llames tarde para cenar
@JVilladelpratF1  te crees en serio que JL ha sufrido catalanofobia?,0,id=828000593167908864,te crees en serio que jl ha sufrido catalanofobia
"Madre mía, hombre-tacones rojos-caminar difícil- No. No es un chiste de pueblo. Son los #Goya2017 #contandolosgoyas",0,id=828000521797632000,madre mia hombretacones rojoscaminar dificil no no es un chiste de pueblo son los goya contandolosgoyas
¿Son premios al cine o la igualdad de género? Por cosas como ésta la gente pasa de ir a ver cine español #GoyasGolfos #BoicotALosGoya https://t.co/c5SrDkj2nY,0,id=828000467653373954,son premios al cine la igualdad de genero por cosas como esta la gente pasa de ir ver cine espanol goyasgolfos boicotalosgoya
Dani Rovira nos acaba de explicar el feminismo mientras hacía referencia a sus cojones. #Goya2017 #graciasDani,0,id=828000262589673473,dani rovira nos acaba de explicar el feminismo mientras hacia referencia sus cojones goya graciasdani
"Si odias a la selección española, no pasa nada, si odías la cultura española tampoco si odias al cine español eres un facha No entiendo nada",0,id=828000053017137152,si odias la seleccion espanola no pasa nada si odias la cultura espanola tampoco si odias al cine espanol eres un facha no entiendo nada
Tanto reivindicar el #cineespañol y la #cultura y la presidenta es guiri..q será una eminencia pero no había españoles? #goya2017,0,id=827999993717993473,tanto reivindicar el cineespanol la cultura la presidenta es guiri sera una eminencia pero no habia espanoles goya
Por 'Crush' os referís a putas chonis?,1,id=827999902525431809,por crush os referis putas chonis
Una auténtica vergüenza q se impida la protesta pacífica d la @CN10_VCF y la afición contra los dirigentes del… https://t.co/znAnJYr3Af,0,id=827999842563665921,una autentica verguenza se impida la protesta pacifica la la aficion contra los dirigentes del
@RockEmAllSev Como si el ser una nazi de mierda no diera pie a atacarla por todos los costados.,1,id=827999781716901890,como si el ser una nazi de mierda no diera pie atacarla por todos los costados
Dani Rovira también es sodomita??? #goya2017,0,id=827999768207097856,dani rovira tambien es sodomita goya
Yo soy un ministro o cargo político de este país y no iría ni de coña a los #Goya2017 Toda la puta gala poniéndome a caldo...,0,id=827999745285165058,yo soy un ministro cargo politico de este pais no iria ni de cona los goya toda la puta gala poniendome caldo
Me estoy volviendo loca con el maldito post del blog... nunca me había costado tanto XD espero tenerlo listo mañana...,0,id=827999660795117569,me estoy volviendo loca con el maldito post del blog nunca me habia costado tanto xd espero tenerlo listo manana
@joseleatleti por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar,1,id=827999650389049344,por desgracia aun no entregan goyas por el simple hecho de ser subnormal deberian empezar
"Se puede ser subnormal y ya, pero ser subnormal y del Real Madrid ya es pasarse xD",1,id=827999602167148549,se puede ser subnormal ya pero ser subnormal del real madrid ya es pasarse xd
Hoy se me ha llamado...  Blánco de mierda Racista Facha Puto nazi... Etc Por no dejar q se cuele un negro Mantero en torno @CercaniasMadrid,1,id=827999030789668864,hoy se me ha llamado blanco de mierda racista facha puto nazi etc por no dejar se cuele un negro mantero en torno
¿racista? ¿Dónde ves tú racismo pedazo de mierda putrefacta? @NandoDanconia https://t.co/5Oym1JQ5ZJ,1,id=827998934178131968,racista donde ves tu racismo pedazo de mierda putrefacta
"Así como habla la guiri, así hablo yo cuando son fallas.",0,id=827998850770141185,asi como habla la guiri asi hablo yo cuando son fallas
@AngelBlanco_M @JosPastr Si rechazar dictadores como Franco o Maduro es ser perroflauta entonces lo soy. Da igual izquierda o derecha.,0,id=827998850354917377,si rechazar dictadores como franco maduro es ser perroflauta entonces lo soy da igual izquierda derecha
Independentista Rajoy https://t.co/FpQqNGJpVL vía @ARAopinio,0,id=827998800732110848,independentista rajoy via
Lis fachas ignorantes seguiran diciendo que son unos subvencionados. No los sacas de ahi. Animalitos #Goya2017,1,id=827998755366588416,lis fachas ignorantes seguiran diciendo que son unos subvencionados no los sacas de ahi animalitos goya
Periodista estadounidense: Nuestro gobierno nos sacrifica por los fascistas de #Ucrania  https://t.co/EyyePJ1X72,0,id=827998733174464513,periodista estadounidense nuestro gobierno nos sacrifica por los fascistas de ucrania
Cosas que pueden pasar en @BoyberryMadrid: que un actor porno gay americano te coma el culo. xD https://t.co/EtG0zZOGZr,0,id=827998506048700417,cosas que pueden pasar en que un actor porno gay americano te coma el culo xd
El otro Dia una mujer sin billete me llamó facha machista por no dejarla colarse el torno en nuevos ministerio @CercaniasMadrid,0,id=827998408740859905,el otro dia una mujer sin billete me llamo facha machista por no dejarla colarse el torno en nuevos ministerio
"@Eloy99_bmx yo soy una mujer con polla, con pelo en pecho y lesbiana, si a las lesbianas no les gusto es que son unas transfobas",0,id=827998242994606080,yo soy una mujer con polla con pelo en pecho lesbiana si las lesbianas no les gusto es que son unas transfobas
Ahora es cuando me vuelvo loca es decir ¿qué cojones me pasaba para no haberla visto antes?,0,id=827998190737747969,ahora es cuando me vuelvo loca es decir que cojones me pasaba para no haberla visto antes
Os resumo los #goya2017 antes de que terminen: queremos más dinero y qué malos son los fachas.,0,id=827998179010437120,os resumo los goya antes de que terminen queremos mas dinero que malos son los fachas
